hub_id,assigned_hub_name,assigned_hub_level,assigned_hub_ownership,assigned_hub_subregion,cl_binary,hu_binary,nbs_binary,tr_binary,hub_service_score,hub_service_deficit,hub_readiness,linked_spokes,linked_existing_nbs_spokes,linked_collocated_candidate_spokes,min_assigned_distance_km,median_assigned_distance_km,mean_assigned_distance_km,max_assigned_distance_km,functional_routes,partial_routes,moderate_functional_routes,moderate_partial_routes,long_routes,very_long_routes,weak_or_long_routes,pct_weak_or_long_routes,workload_category,route_risk_category,hub_priority_flag,missing_cl,missing_hu,missing_nbs,missing_tr,missing_service_domains
HF1868,Alebtong HC IV,HC IV,Government,LANGO,1,1,0,0,2,0.5,partial_hub_score_2,18,11,7,0,31.8,30,68,0,6,0,11,1,0,18,100,high_spoke_load,high_route_risk,partial_service_hub_with_route_risk,FALSE,FALSE,TRUE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0203,Kibuli HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,1,0,1,1,3,0.25,strong_hub_score_3,4,4,0,0,2,1.6,2.7,4,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0650,Mubende RR HOSPITAL,RR Hospital,Government,NORTH BUGANDA,1,0,1,1,3,0.25,strong_hub_score_3,4,4,0,0,33.8,27.3,41.8,1,0,3,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1934,Apac HOSPITAL,General Hospital,Government,LANGO,1,1,1,1,4,0,full_hub_score_4,3,2,1,0,35,26.3,44,1,0,2,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1408,Atutur HOSPITAL,General Hospital,Government,TESO,1,1,1,0,3,0.25,strong_hub_score_3,3,3,0,0,10.1,6.9,10.6,3,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,TRUE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1113,Dabani HOSPITAL,General Hospital,Private Not For Profit,BUKEDI,1,1,1,1,4,0,full_hub_score_4,3,2,1,0,22.7,15.1,22.7,3,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1313,Kamuli Mission Hospital,General Hospital,Private Not For Profit,BUSOGA,1,0,1,1,3,0.25,strong_hub_score_3,3,3,0,0,13.4,18.4,41.6,2,0,1,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0118,Kololo HOSPITAL,General Hospital,Private For Profit,KAMPALA,1,0,1,1,3,0.25,strong_hub_score_3,3,3,0,1.2,1.4,2.2,4.1,3,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0506,St. Joseph Kitovu HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,1,1,0,1,3,0.25,strong_hub_score_3,3,3,0,2.6,3.2,6,12.2,3,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,TRUE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF2891,Kagando HOSPITAL,General Hospital,Private Not For Profit,TORO,1,0,1,1,3,0.25,strong_hub_score_3,2,2,0,0,11.9,11.9,23.7,2,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0777,Kalisizo HOSPITAL,General Hospital,Government,SOUTH BUGANDA,1,1,1,1,4,0,full_hub_score_4,2,2,0,0,0.1,0.1,0.3,2,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1831,Kalongo Ambrosoli Memorial HOSPITAL,General Hospital,Private Not For Profit,ACHOLI,1,1,1,1,4,0,full_hub_score_4,2,1,1,0,15.6,15.6,31.3,1,0,1,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1375,Katakwi General Hospital,General Hospital,Government,TESO,1,1,0,1,3,0.25,strong_hub_score_3,2,1,1,0,8.3,8.3,16.7,2,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,TRUE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1431,Kumi NGO HOSPITAL,General Hospital,Private Not For Profit,TESO,1,0,1,1,3,0.25,strong_hub_score_3,2,2,0,4.6,5.4,5.4,6.2,2,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0281,Lubaga HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,1,0,1,1,3,0.25,strong_hub_score_3,2,2,0,0,8.6,8.6,17.2,2,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0282,Mengo HOSPITAL,General Hospital,Private Not For Profit,KAMPALA,1,1,0,1,3,0.25,strong_hub_score_3,2,2,0,0,2.6,2.6,5.2,2,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,TRUE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1015,Bududa HOSPITAL,General Hospital,Government,BUGISU,1,0,1,1,3,0.25,strong_hub_score_3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1032,Bugiri HOSPITAL,General Hospital,Government,BUSOGA,1,1,1,1,4,0,full_hub_score_4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF2481,Buliisa Hospital,General Hospital,Government,BUNYORO,1,1,1,1,4,0,full_hub_score_4,1,0,1,31.6,31.6,31.6,31.6,0,0,1,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1312,Kamuli HOSPITAL,General Hospital,Government,BUSOGA,1,1,1,1,4,0,full_hub_score_4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1609,Kanginima HOSPITAL,General Hospital,Government,BUKEDI,1,1,1,1,4,0,full_hub_score_4,1,1,0,8.7,8.7,8.7,8.7,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0007,Kawolo HOSPITAL,General Hospital,Government,NORTH BUGANDA,1,0,1,1,3,0.25,strong_hub_score_3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,TRUE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0304,Kayunga Hospital,General Hospital,Government,NORTH BUGANDA,1,1,1,1,4,0,full_hub_score_4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0465,Lyantonde HOSPITAL,General Hospital,Government,SOUTH BUGANDA,1,1,1,1,4,0,full_hub_score_4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0718,Nakaseke HOSPITAL,General Hospital,Government,NORTH BUGANDA,1,1,1,1,4,0,full_hub_score_4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF1752,Tororo General HOSPITAL,General Hospital,Government,BUKEDI,1,1,1,1,4,0,full_hub_score_4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF0093,Villa Maria HOSPITAL,General Hospital,Private Not For Profit,SOUTH BUGANDA,1,1,1,1,4,0,full_hub_score_4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
HF2801,Virika HOSPITAL,General Hospital,Private Not For Profit,TORO,1,1,1,1,4,0,full_hub_score_4,1,1,0,2.3,2.3,2.3,2.3,1,0,0,0,0,0,0,0,low_spoke_load,low_route_risk,standard_network_hub,FALSE,FALSE,FALSE,FALSE,CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; CL; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; HU; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; NBS; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR; TR
